,shots,shots_against,goals,goals_against,saves,assists,score,mvp,shooting_percentage,bpm,bcpm,avg_amount,amount_collected,amount_stolen,amount_collected_big,amount_stolen_big,amount_collected_small,amount_stolen_small,count_collected_big,count_stolen_big,count_collected_small,count_stolen_small,amount_overfill,amount_overfill_stolen,amount_used_while_supersonic,time_zero_boost,percent_zero_boost,time_full_boost,percent_full_boost,time_boost_0_25,time_boost_25_50,time_boost_50_75,time_boost_75_100,percent_boost_0_25,percent_boost_25_50,percent_boost_50_75,percent_boost_75_100,avg_speed,total_distance,time_supersonic_speed,time_boost_speed,time_slow_speed,time_ground,time_low_air,time_high_air,time_powerslide,count_powerslide,avg_powerslide_duration,avg_speed_percentage,percent_slow_speed,percent_boost_speed,percent_supersonic_speed,percent_ground,percent_low_air,percent_high_air,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,inflicted,taken,player_name
EU U KC vs TL G3 2022-10-07.19.24,1,15,1,3,6,0,665,False,100,381,409.42865,42.88,2507,481,1565,100,942,381,19,1,83,32,370,0,225,75.01,20.416994,48.65,13.242059,160.83,98.9,43.18,78.15,42.20595,25.953918,11.331549,20.508581,1586,569134,68.68,161.68,151.67,184.09,172.48,25.46,7.88,76,0.1,68.95652,39.701073,42.321285,17.977648,48.187317,45.14829,6.664398,2650,2643,2656,3475,201.57,122.45,58.02,265.56,116.48,274.04,108,130.9,131.5,129.8,123.4,52.761494,15.1868925,32.05162,69.51105,30.488953,71.730705,28.26929,35.629707,35.793026,35.330303,33.588284,0,1,Vati
EU U KC vs TL G2 2022-10-07.19.16,5,15,1,2,3,0,558,False,20,464,468.7928,50.85,4111,845,2961,441,1150,404,35,5,93,28,530,66,472,68.56,13.030257,80.52,15.303329,180.62,94.21,97.64,158.13,34.04071,17.755373,18.40181,29.802113,1640,850403,116.04,219.34,199.51,266.44,221.38,47.07,11.76,104,0.11,71.304344,37.29926,41.006565,21.694181,49.81211,41.387947,8.79994,2833,2621,2995,3661,244.85,177.59,112.45,337.28,197.61,374.36,160.52,174.7,192.7,176,186.4,45.775764,21.023014,33.201218,63.055954,36.944042,69.98953,30.01047,33.20283,36.623844,33.4499,35.426487,3,1,Vati
EU U KC vs TL G1 2022-10-07.19.05,3,5,1,3,2,1,466,False,33.333332,411,425.3331,52.56,2458,723,1643,298,815,425,20,3,58,23,399,29,175,71.47,20.611986,45.97,13.257772,112.85,60.58,56.38,121.86,32.089745,17.226377,16.032076,34.651806,1620,552182,74.62,146.32,145.93,176.17,170.41,20.3,7.73,77,0.1,70.434784,39.77703,39.88334,20.339632,48.018425,46.44843,5.533144,2815,2626,3055,3639,138.43,122.97,105.47,205.68,161.19,246.12,120.76,103.5,140.4,115.5,126.8,37.732708,28.748604,33.518684,56.063457,43.936546,67.0846,32.915394,29.849455,40.491432,33.31026,36.569187,0,0,Vati
EU U KC vs TL G0 2022-10-07.18.56,0,6,0,4,0,0,12,False,0,368,363.4558,78.53,244,65,209,49,35,16,4,1,5,2,165,8,3,1.39,3.4508443,16.23,40.29295,1.81,2.28,10.21,25.29,4.5718617,5.75903,25.789341,63.87977,1444,57788,5.53,12.56,22.12,21.95,18.26,0,0.74,8,0.09,62.782608,55.011192,31.236012,13.752798,54.588413,45.41159,0,2443,1875,3129,3685,21.91,12.74,5.56,28.96,11.25,30.62,9.6,18.4,6.9,15,7.9,54.488934,13.827407,31.683662,72.02189,27.978115,76.13128,23.868723,45.68024,17.13009,37.239326,19.61271,0,0,Vati
EU A KC vs OXG G5 2022-10-07.18.40,2,7,0,4,2,1,310,False,0,475,490.81424,46.09,3010,637,2156,256,854,381,24,3,67,25,268,49,530,48.91,13.292206,41.9,11.387108,149.39,87.94,39.12,103,39.37014,23.175648,10.309658,27.14455,1748,624973,105.71,157.88,120.14,189.96,159.2,34.56,6.3,54,0.12,76,31.308472,41.143513,27.548016,49.50485,41.488586,9.006568,2886,2735,3040,3736,158.04,128.44,97.25,225.78,157.94,256.32,127.4,101.4,158.2,134.5,134,41.185207,25.343342,33.471455,58.83978,41.16022,66.798706,33.201294,27.557344,42.993805,36.552887,36.417004,2,1,Vati
EU A KC vs OXG G4 2022-10-07.18.31,4,9,3,1,1,0,601,True,75,361,329.0014,53.89,1789,172,1192,100,597,72,14,1,55,7,257,11,273,27.24,8.349169,43.28,13.265493,76.51,71.87,77.56,76.34,25.31097,23.77597,25.65833,25.254728,1427,447438,44.65,104.96,179.27,187.7,116.82,24.35,10.03,87,0.12,62.04348,54.509243,31.914375,13.57638,57.074226,35.521637,7.4041414,2830,2708,2961,3459,215.28,77.39,36.21,260.62,68.26,257.88,70.99,133.3,96.1,95.9,127.8,65.45853,11.010095,23.53138,79.244705,20.755291,78.41396,21.586037,40.856983,29.455034,29.393734,39.17121,0,3,Vati
EU A KC vs OXG G3 2022-10-07.18.24,2,10,1,1,2,1,460,False,50,395,421.90192,50.07,2693,914,1744,547,949,367,21,6,78,25,406,64,208,37.29,9.7368,59.4,15.509948,112.99,89.21,71.59,117.18,28.899918,22.81761,18.310867,29.971611,1605,604530,87.41,143.18,160.93,194,180.56,16.97,8.65,78,0.11,69.78261,41.1039,36.57029,22.325808,49.549206,46.116516,4.334278,2557,2464,2633,3279,172.67,134.74,84.13,238.93,152.6,246.47,145.05,103.2,165.3,120.3,133.8,44.100224,21.48695,34.412834,61.024696,38.975304,62.95208,37.047913,26.946575,43.161522,31.411562,34.93655,1,1,Vati
EU A KC vs OXG G2 2022-10-07.18.16,2,8,0,2,3,0,303,False,0,419,446.42648,52.36,2536,478,1698,225,838,253,21,3,75,23,439,74,408,44.51,13.058913,26.09,7.6546183,97.2,98.91,45.82,104.24,28.078691,28.572668,13.236272,30.112373,1617,540363,73.84,144.95,130.64,175.29,149.6,24.55,5.85,58,0.1,70.304344,37.3866,41.481842,21.131556,50.163116,42.81136,7.0255265,2744,2552,2899,3654,160.52,118,70.91,220.53,128.9,241.64,107.8,113.6,121.3,108.6,116.5,45.93767,20.29305,33.769283,63.111355,36.888645,69.15064,30.84936,33.329422,35.588547,31.862457,34.18026,0,1,Vati
EU A KC vs OXG G1 2022-10-07.18.09,4,9,1,2,3,0,603,False,25,437,415.1233,46.74,2346,480,1603,300,743,180,20,3,62,16,435,9,168,40.68,11.9971695,45.22,13.336086,118.05,79.06,36.82,104.14,34.918804,23.385689,10.891235,30.80427,1606,539349,74.02,134.55,142.16,163.58,148.92,38.24,6.49,61,0.11,69.82609,40.5326,38.362843,21.104551,46.63854,42.4588,10.902664,2450,2155,2640,3506,158.02,127.57,65.14,219.46,131.27,243.28,107.45,95.8,122.6,130.6,116.2,45.0546,18.572691,36.372707,62.572346,37.42765,69.3639,30.636103,28.25292,36.156662,38.515987,34.2692,1,0,Vati
EU C KC vs GLD G5 2022-10-07.18.44,1,7,0,1,3,0,328,False,0,387,424.09018,55.72,2251,790,1627,621,624,169,18,7,60,17,218,83,285,52.02,16.334349,28.92,9.080918,73.05,75.49,59.53,111.36,22.868862,23.63272,18.636322,34.8621,1574,492414,59.9,126.82,137.56,170.16,132.23,21.89,6.12,54,0.11,68.434784,42.42013,39.108177,18.471691,52.473167,40.776485,6.7503386,2852,2674,3001,3591,125.9,112.82,85.56,196.77,127.51,219.79,104.49,85.5,139.9,98,124.1,38.824474,26.384605,34.79092,60.679043,39.320957,67.77785,32.222153,26.847113,43.92878,30.77213,38.967564,1,1,Vati
EU C KC vs GLD G4 2022-10-07.18.37,9,6,2,1,1,0,664,True,22.222221,449,451.1558,54.57,4489,1113,3326,726,1163,387,41,8,105,33,739,75,467,74.09,12.410384,62.02,10.38861,196.58,105.97,101.89,189.11,33.119366,17.853594,17.166204,31.860838,1646,971887,134.69,262.56,208.48,294.21,267.01,44.5,16.04,143,0.11,71.565216,34.417976,43.346046,22.235981,48.57195,44.081425,7.346629,2898,2649,3165,3615,267.89,181.19,156.64,364.49,241.23,452.46,153.26,207.1,206.6,192.9,217.2,44.226707,25.860132,29.91316,60.17467,39.825333,74.69788,25.30212,34.690117,34.606365,32.311558,36.38191,0,1,Vati
EU C KC vs GLD G3 2022-10-07.18.26,1,4,0,0,1,1,220,False,0,354,371.4431,54.12,1945,401,1313,300,632,101,17,3,58,9,428,7,164,38.87,12.371889,61.38,19.536572,91.62,41.14,66.14,116.67,29.033178,13.036727,20.958899,36.971195,1611,497368,55.5,141.4,120.07,157.39,133.96,25.62,6.37,52,0.12,70.04348,37.880558,44.609898,17.509544,49.65454,42.262676,8.082784,3191,3211,3210,3928,167.95,105.06,43.97,228.95,88.02,231.61,85.37,117.5,114.7,89.1,125.9,52.984417,13.871538,33.14405,72.23081,27.76919,73.067696,26.932297,37.398945,36.507736,28.359539,40.07257,1,1,Vati
EU C KC vs GLD G2 2022-10-07.18.19,3,8,0,2,2,0,264,False,0,429,447.36176,50.41,2357,688,1667,575,690,113,19,6,55,10,261,24,240,50.39,15.940149,53.67,16.97773,102.06,50.07,70.01,94.02,32.281124,15.836918,22.14385,29.738108,1561,483977,57.14,124.55,140.17,167.65,123.53,30.69,7.79,68,0.11,67.86957,43.54999,38.69695,17.753061,52.086246,38.37885,9.534905,2857,2859,2886,3788,155.42,107.72,58.73,213.54,108.32,213.44,108.42,114.7,103,97.4,111.7,48.286575,18.246498,33.466927,66.34562,33.654385,66.31455,33.685455,36.28369,32.582565,30.811085,35.334682,0,1,Vati
EU C KC vs GLD G1 2022-10-07.18.13,2,11,0,4,3,0,287,False,0,421,441.57092,51.71,2453,550,1795,355,658,195,22,4,62,18,473,64,424,41.9,12.57088,41.37,12.411869,103.28,78.16,49.07,109.13,30.408667,23.012602,14.44765,32.131077,1659,534206,82.38,130.31,131.98,173.03,145.86,25.78,6.9,61,0.11,72.13043,38.291702,37.80718,23.901123,50.20164,42.318737,7.479618,2822,2476,3076,3638,182.84,102.98,58.86,241.46,103.21,232.92,111.76,121.6,125.3,117.4,130.7,53.046307,17.07671,29.876987,70.05541,29.944584,67.57572,32.42428,36.482555,37.592632,35.222466,39.212746,1,2,Vati
EU C KC vs GLD G0 2022-10-07.18.05,2,2,0,2,0,0,108,False,0,448,426.34506,60.21,766,75,643,32,123,43,10,1,11,4,360,67,40,6.48,6.011132,14.82,13.747681,25.89,7.9,15.53,57.88,24.15112,7.3694034,14.48694,53.99254,1782,191072,33.95,46.36,27.41,34.98,58.05,14.7,1.24,10,0.12,77.478264,25.445599,43.037502,31.516895,32.470066,53.884712,13.645225,1670,1425,1894,4788,42.36,29.46,35.92,57.22,50.51,73.67,34.06,63.3,69.2,88.1,50.7,39.316875,33.33952,27.343605,53.11427,46.885735,68.38393,31.616081,58.71985,64.19294,81.72542,47.03154,0,0,Vati
2022-10-02.17.35 Peep Private Loss,1,10,1,6,0,0,164,False,100,442,452.27533,49.05,2753,316,1952,100,801,216,23,1,64,12,334,7,357,58.67,16.06429,41.22,11.286348,125.97,84.91,65.95,78.55,35.446564,23.892735,18.557598,22.103102,1682,567689,84.63,146.69,141.41,196.16,169.46,7.11,6.24,49,0.13,73.13043,37.938988,39.355564,22.705442,52.62791,45.464546,1.9075471,3109,3321,2912,3735,200.2,110.5,62.03,261.12,111.61,255.58,117.16,118.8,110.8,120.1,139.9,53.711803,16.642075,29.646126,70.056076,29.94393,68.5679,31.432098,32.52834,30.33788,32.88429,38.305676,2,4,Vati
TQ vs WR G2 2022-02-25.13.43,2,9,1,3,3,0,483,False,50,445,458.49475,55.63,2584,817,1903,586,681,231,27,7,64,21,845,113,292,56.02,16.566612,36.51,10.796983,102.14,68.75,59.82,115.79,29.477634,19.84127,17.264069,33.417027,1641,543463,79.31,140.19,130.04,178.43,144.89,26.22,7.87,66,0.12,71.347824,37.203182,40.107,22.689823,51.04709,41.451622,7.5012875,2614,2396,2836,3854,158.16,108.65,82.72,218.93,130.61,239.11,110.43,125.7,129.4,130.2,111.3,45.249336,23.666065,31.084599,62.63375,37.366257,68.40705,31.59295,37.17285,38.26704,38.503624,32.914387,0,1,Vati
TQ vs WR G1 2022-02-25.13.35,3,12,1,2,6,0,692,False,33.333332,434,423.27826,51.58,2439,424,1678,200,761,224,19,2,62,14,246,0,289,49.8,14.404304,33.35,9.646255,121.58,59.47,72.27,92.78,35.128574,17.182896,20.881247,26.807281,1540,516929,56.1,142.13,153.08,180.54,152.75,18.02,6.08,55,0.11,66.95652,43.574047,40.45714,15.9688015,51.390514,43.48012,5.1293736,2617,2527,2702,3537,191.29,107.28,52.73,256.17,95.13,252.49,98.81,137.5,105.6,114.9,106.1,54.452038,15.009964,30.538002,72.920586,27.079418,71.87305,28.126959,39.77092,30.544065,33.234024,30.688686,1,2,Vati
TQ vs WR G3 2022-02-25.13.52,7,12,2,2,2,1,677,True,28.571428,480,462.57574,49.4,3053,537,1964,231,1089,306,25,4,100,28,603,180,490,62.16,15.69697,39.98,10.09596,141.51,82.43,59.2,109.18,36.07004,21.010908,15.089723,27.829323,1599,607852,80.77,153.88,167.97,203.37,155.01,44.24,6.44,55,0.12,69.521736,41.71924,38.21966,20.061098,50.51165,38.50032,10.988029,2723,2521,3005,3900,169.98,140.2,92.44,236.24,166.37,316.62,86,139,121.1,154.3,120.1,42.218468,22.959616,34.82192,58.677135,41.32287,78.63991,21.360092,35.10101,30.580809,38.964645,30.328283,1,4,Vati
TQ vs WR G4 2022-02-25.14.00,3,11,1,3,3,3,620,False,33.333332,461,452.14157,44.05,2713,536,1850,300,863,236,20,3,75,21,149,0,365,49.13,13.646464,30.55,8.48564,128.85,95.9,72.92,67.41,35.29364,26.268217,19.973705,18.464449,1624,569360,76.3,153.4,147.79,196.63,164.41,16.43,6.08,55,0.11,70.608696,39.150703,40.636837,20.212458,52.091557,43.55578,4.352664,2969,2615,3178,3804,169.07,118.05,90.35,231.15,146.33,280.08,97.4,128.7,108.1,120.7,123.3,44.79031,23.935675,31.274006,61.235035,38.76497,74.1973,25.802692,35.748016,30.02611,33.525917,34.248096,2,1,Vati
TQ vs WR G5 2022-02-25.14.12,5,6,0,1,2,0,419,False,0,447,445.21744,51.51,4373,879,2983,394,1390,485,37,5,126,39,761,123,861,80.15,13.600189,60.34,10.238746,209.63,122.01,121.38,143.34,35.15159,20.45912,20.353477,24.035818,1551,905395,110.3,220.83,268.96,339.56,234.16,26.38,15.78,126,0.13,67.434784,44.819946,36.79948,18.380577,56.583904,39.020164,4.395934,2907,2810,3041,3969,229.91,242.05,128.13,362.64,237.46,463.4,136.7,243,180.2,201.3,199.9,38.312584,21.351797,40.335613,60.429924,39.57007,77.22047,22.779537,41.233265,30.577095,34.157433,33.919872,3,1,Vati
TQ vs KC G5 2022-02-26.10.47,4,12,1,2,6,1,742,True,25,387,405.7027,53.33,2305,210,1593,68,712,142,22,1,57,13,648,41,326,42.49,12.464431,30.19,8.856229,116.65,71.22,44.36,104.5,34.642,21.150478,13.17376,31.033768,1392,457821,45.69,109.69,197.23,194.12,146.49,12.01,7.58,66,0.11,60.52174,55.934322,31.108025,12.957659,55.050762,41.54331,3.4059327,2714,2503,2917,3605,198.64,111.63,42.34,262.05,90.57,299.48,53.14,166.3,69.2,122.9,99.1,56.334194,12.007601,31.658207,74.315125,25.684874,84.92996,15.070047,48.78406,20.2998,36.052685,29.070961,0,2,Vati
TQ vs KC G4 2022-02-26.10.39,2,10,0,5,1,1,289,False,0,459,480.55908,46.96,2785,717,1945,468,840,249,23,6,70,22,401,138,455,40.25,11.575405,38.81,11.16128,108.43,89.4,60.41,87.74,31.339964,25.839645,17.460548,25.359848,1623,547000,79.49,141.41,145.9,200.88,144.94,20.97,6.29,61,0.1,70.565216,39.776443,38.552345,21.671211,54.767033,39.515797,5.717168,2856,2782,2913,3843,192.06,113.37,61.37,255.38,111.41,258.9,107.9,139.4,100.3,104.1,108.2,52.360962,16.73119,30.907852,69.62567,30.374329,70.58343,29.416576,40.089725,28.845047,29.937881,31.116991,1,1,Vati
TQ vs KC G3 2022-02-26.10.30,3,5,1,3,1,0,345,False,33.333332,435,403.86594,50.06,2354,601,1538,273,816,328,18,3,65,21,305,30,260,41.02,11.729383,39.09,11.177513,101.92,65.62,67.6,105.87,29.887686,19.242838,19.823465,31.04601,1546,516513,63.96,132.75,159.74,199.06,130.11,27.3,5.2,51,0.1,67.21739,44.814144,37.242252,17.943611,55.84201,36.49957,7.658429,2822,2689,2983,4041,174.17,104.54,77.74,227.26,129.2,265.64,90.82,146.4,100.7,127.8,125.4,48.862392,21.80951,29.328096,63.7547,36.2453,74.52168,25.478313,41.862057,28.794464,36.54352,35.857258,2,3,Vati
TQ vs KC G2 2022-02-26.10.22,4,7,1,2,3,1,578,True,25,435,430.5019,51.82,3361,656,2113,409,1248,247,25,5,96,23,440,99,537,63.55,13.566595,50.01,10.676088,144.45,94.21,89.12,144.17,30.607056,19.96186,18.883356,30.547728,1622,741639,93.7,210.03,177.84,267.45,186.17,27.95,8.49,81,0.1,70.521736,36.92921,43.613598,19.457191,55.5371,38.65897,5.8039327,2866,2936,2835,3660,221.35,177.89,82.33,325.25,156.32,362.52,119.05,181.5,150,140.8,172.5,45.96424,17.096165,36.939594,67.539505,32.460495,75.27878,24.721224,38.746452,32.021862,30.057854,36.825138,2,1,Vati
TQ vs. KC G1 2022-02-26.16.12,4,4,3,0,2,0,685,True,75,431,418.5529,45.47,2256,406,1550,194,706,212,18,2,62,18,269,5,262,51.6,15.955473,20.54,6.351268,122.33,89.2,45.47,63.09,38.217377,27.867163,14.2053795,19.710081,1658,527290,64.55,146.93,120.3,168.44,142.24,21.09,6.08,54,0.11,72.08696,36.25897,44.28537,19.455667,50.770115,42.873077,6.3568134,2813,2827,2817,3719,149.84,110.13,71.81,212.29,119.49,254.07,77.7,112.5,111.8,102.3,93,45.162457,21.64386,33.193684,63.985172,36.014828,76.580154,23.419836,34.786644,34.570194,31.632654,28.756958,1,1,Vati
MST vs SLY G4 2022-06-10.17.27,1,6,0,1,1,1,325,False,0,470,488.16406,47.39,2674,807,1821,573,853,234,22,7,74,20,401,128,576,53.78,16.363415,36.49,11.10266,140.31,67.89,49.76,74.45,42.209927,20.423574,14.969466,22.39704,1719,551493,80.89,151.91,103.8,176.71,145.97,13.92,5.13,50,0.1,74.73913,30.83779,45.13072,24.03149,52.498512,43.366013,4.1354723,2596,2490,2715,3732,153.02,108.89,74.69,210.46,126.14,256.73,79.87,141,85,131.7,94.1,45.460487,22.189543,32.349968,62.525253,37.474747,76.271545,23.728462,42.901478,25.862593,40.071808,28.631413,3,1,Vati
MST vs TL G3 2022-05-21.12.03,2,10,0,3,1,0,220,False,0,462,489.70465,51.38,2628,765,1864,480,764,285,22,5,71,26,389,25,462,45.56,14.149508,30.34,9.422653,131.62,56.16,56.67,84.34,40.031635,17.080812,17.235928,25.651634,1608,512699,69.46,130.79,133.38,177.24,132.46,23.93,6.93,62,0.11,69.91304,39.978424,39.20211,20.819471,53.124718,39.702667,7.1726165,2615,2277,2890,3630,140.23,115.26,78.13,193.14,140.49,219.09,114.54,91.3,123.2,113.7,89.2,42.032852,23.41886,34.54829,57.890476,42.109524,65.66856,34.331444,28.35492,38.26206,35.311657,27.702724,2,0,Vati
MST vs SLY G4 2022-05-08.12.48,3,10,2,1,5,0,770,True,66.666664,408,431.68222,48.92,2369,474,1418,158,951,316,18,2,61,13,223,41,448,53.32,16.193398,27.49,8.348772,121.5,73.05,70.27,76.54,35.592922,21.399696,20.585304,22.422075,1600,521225,80.31,121.45,142.27,184.39,149.27,10.37,7.12,65,0.11,69.565216,41.35395,35.302155,23.343895,53.59707,43.388657,3.014272,2647,2432,2885,3623,201.01,92.85,50.16,253.03,91,280.2,63.83,120.2,100,112.4,101,58.429745,14.580548,26.98971,73.54882,26.451181,81.44638,18.553614,36.504997,30.370214,34.13612,30.673916,0,0,Vati
MST vs VIT G4 2022-05-20.11.31,3,8,1,2,3,1,513,False,33.333332,438,480.09778,49.53,2750,450,1864,277,886,173,22,3,72,15,342,22,389,34.68,10.090782,32.46,9.444833,91.55,88.15,81.28,82.57,26.64823,25.658564,23.658855,24.034346,1565,515502,75.92,128.51,150.64,199.75,139.64,15.67,6.63,59,0.11,68.04348,42.425438,36.19286,21.381699,56.25809,39.32856,4.413338,3065,3052,3206,3769,162.6,120.32,72.13,226.48,128.58,286.98,68.08,155.7,88.3,99.7,128.2,45.796368,20.315447,33.888184,63.786404,36.213596,80.82578,19.174225,45.303772,25.692505,29.009544,37.302143,2,3,Vati
MST vs TL G1 2022-05-21.11.42,3,6,0,1,2,0,276,False,0,459,455.9052,52.12,3424,626,2492,370,932,256,30,4,85,23,570,32,611,85.45,18.962763,51.07,11.333274,176.52,85.79,72.14,121.14,38.74536,18.830526,15.834412,26.589695,1707,767493,97.21,229.01,130.22,237.58,181.9,36.95,10.01,92,0.11,74.21739,28.529491,50.17308,21.297434,52.051796,39.85277,8.095436,2752,2691,2827,3817,179.94,182.53,93.97,283.1,173.33,338.7,117.74,173.1,139.2,165.2,126.5,39.422485,20.587591,39.98992,62.024845,37.975155,74.20471,25.795284,38.413742,30.890774,36.660603,28.072433,2,0,Vati
MST vs KC G3 2022-05-22.17.21,2,14,1,1,5,1,599,False,50,483,466.37726,48.01,2632,432,1827,257,805,175,21,3,68,17,299,50,438,36.9,10.897494,36.11,10.6641865,120.95,63.42,53.52,94.88,36.346428,19.058208,16.083181,28.512186,1670,546027,85.39,137.64,126.95,193.49,135.04,21.45,6.54,61,0.11,72.608696,36.273502,39.327965,24.398539,55.286015,38.585056,6.1289215,2895,2839,2924,3770,171.18,124.36,54.44,240.79,109.19,269.02,80.96,134.2,85.6,117.3,112.7,48.91137,15.555176,35.533463,68.80108,31.198927,76.86725,23.132751,39.632618,25.279821,34.641624,33.28313,0,2,Vati
MST vs END G2 2022-05-21.13.42,4,20,0,2,7,0,924,False,0,413,419.78598,52.5,5041,1067,3332,595,1709,472,42,7,152,41,949,106,824,80.78,11.211503,64.85,9.000569,213.2,189.63,119.95,192.92,29.789017,26.495737,16.759815,26.955427,1652,1167213,174.12,278.38,270.63,373.83,313.05,36.24,14.23,121,0.12,71.82609,37.424805,38.496536,24.078657,51.696815,43.29157,5.0116167,2706,2551,2875,3546,374.17,219.77,129.19,493.9,229.23,488.48,234.64,271.8,224.1,222.1,238.5,51.74312,17.86539,30.391493,68.30031,31.699694,67.55172,32.44828,37.723274,31.102968,30.825388,33.10155,0,3,Vati
MST vs KC G4 2022-05-22.17.28,1,5,0,2,1,0,197,False,0,496,491.6532,49.09,2631,593,2017,469,614,124,24,5,43,11,399,38,420,51.33,15.9866705,47.72,14.86234,99.81,61.38,55.5,100.93,31.424343,19.32498,17.473711,31.776966,1670,516799,72.34,137.16,114.19,158.94,135.02,29.73,5.92,53,0.11,72.608696,35.27758,42.373875,22.348541,49.10253,41.712746,9.184712,2831,2579,3030,4087,122.14,111.48,90.06,183.73,139.97,197.41,126.28,94.7,145.4,116.8,110.9,37.734802,27.823778,34.441425,56.759342,43.240654,60.987366,39.012634,29.494207,45.284664,36.377228,34.53968,1,3,Vati
MST vs SLY G3 2022-06-10.17.19,2,12,0,1,4,1,492,False,0,449,472.03433,51.62,3501,430,2540,200,961,230,28,2,83,20,336,4,458,57.81,12.990719,59.03,13.26487,138.02,84.6,80.6,148.27,30.569891,18.737957,17.852001,32.840153,1561,682586,89.44,175.95,190.62,236.61,200.81,18.59,9.24,85,0.11,67.86957,41.801716,38.58468,19.613604,51.887024,44.036316,4.0766654,2831,2762,2823,3766,212.1,164.6,79.31,299.72,156.3,329.45,126.57,155.5,148.5,152.3,163.3,46.51214,17.392162,36.0957,65.72518,34.27481,72.24464,27.75536,34.943035,33.370037,34.22395,36.695805,2,1,Vati
MST vs VIT G3 2022-05-20.11.23,3,5,1,2,1,2,440,False,33.333332,427,428.67474,45.85,3260,686,2189,418,1071,268,27,5,91,26,558,98,576,61.83,13.550592,45.98,10.076924,156.89,118.33,64.83,111.58,34.738613,26.200651,14.354671,24.706064,1591,699481,96.9,174.55,190.09,255.44,173.48,32.63,10.87,99,0.11,69.17391,41.186028,37.81904,20.99493,55.343952,37.586395,7.069657,3036,3047,3018,4082,199.18,139.93,122.43,272.77,188.78,351.24,110.3,198.7,120.5,137.3,181.8,43.155525,26.526413,30.318066,59.098686,40.901314,76.10175,23.898254,43.546867,26.408644,30.090511,39.843082,1,4,Vati
MST vs END G3 2022-05-21.13.49,1,5,0,2,2,0,268,False,0,395,403.7023,47.92,2159,335,1230,93,929,242,15,1,77,22,305,15,323,48.7,15.177013,28.88,9.000249,131.69,59.51,58.7,79.62,39.96419,18.059603,17.813791,24.16242,1630,518847,69.85,130.18,129.58,165.55,137.78,26.27,6.7,63,0.11,70.86957,39.313126,39.495155,21.19171,50.227547,41.802185,7.970267,2794,2646,2933,3735,167.68,106.31,55.62,230.7,98.91,209.48,120.13,105.6,131.8,106.5,116.6,50.872246,16.874489,32.25327,69.99181,30.008192,63.5539,36.446106,32.9095,41.074543,33.189976,36.33757,3,0,Vati
MST vs TL G2 2022-05-21.11.54,4,11,0,1,3,0,588,False,0,460,463.13397,52.59,5091,1228,3765,889,1326,339,47,11,112,29,827,216,753,89.35,13.547115,88.26,13.381851,234.42,106.01,108.65,211.6,35.481625,16.04559,16.445177,32.027607,1620,1060072,136.41,275.52,250.43,350.95,259.42,51.99,15.18,135,0.11,70.434784,37.808746,41.596714,20.594542,52.984783,39.166016,7.849206,2932,2763,3101,3996,262.46,233.88,166.01,372.93,289.43,499.89,162.47,251.3,203,228.6,229.7,39.625576,25.06379,35.31064,56.30322,43.69678,75.47105,24.528957,38.101738,30.778563,34.659996,34.826775,3,1,Vati
MST vs SLY G1 2022-06-10.16.59,5,5,0,2,0,2,462,False,0,441,471.2604,54.08,3643,1006,2861,727,782,279,38,8,67,20,903,78,676,78.38,16.898796,44.55,9.605019,157.17,78.41,73.86,157.18,33.682655,16.803825,15.828726,33.684795,1691,760002,123.23,184.93,163.98,240.4,207.74,24,9.29,77,0.12,73.521736,34.731224,39.16847,26.10031,50.9171,43.99966,5.0832376,2751,2504,2947,3872,182.19,165.25,124.7,284.18,187.96,341.26,130.88,148.3,163.9,189.7,145.6,38.58813,26.411657,35.00021,60.189774,39.810226,72.2794,27.72059,31.97361,35.336983,40.899487,31.391489,1,2,Vati
MST vs SLY G2 2022-06-10.17.07,2,12,1,3,5,0,532,False,50,416,454.697,46.21,2500,239,1818,59,682,180,21,1,60,15,312,40,295,87.6,26.554304,37.29,11.303767,163.09,59.5,32.91,87.03,47.613346,17.37074,9.607918,25.407993,1604,520700,74.05,124.59,146.12,176.32,150.28,18.16,6.21,52,0.12,69.73913,42.383106,36.138184,21.47871,51.142822,43.58974,5.267432,2662,2583,2718,3531,151.37,122.08,71.3,223.72,121.03,241.41,103.34,104.8,98.5,107,103.3,43.90718,20.681654,35.411167,64.8934,35.106598,70.02466,29.975344,31.768164,29.858437,32.43505,31.313467,4,0,Vati
